,r2,mae,mape,median_ae
24,-0.3919008553023511,2852.6707927010902,2.869695631321362e+18,686.5
48,-0.2722376983142285,2843.943060113031,3.3653274868288486e+18,913.0
72,-0.29295997235857274,2671.3813568357336,2.718850193424967e+18,430.92499999999995
96,-0.21679140643001515,2657.2886316690333,2.503408867551694e+18,439.39999999999964
120,-0.148243809726613,2582.939644390776,2.26405285085374e+18,382.0
144,-0.15317895070008003,2520.073998886494,2.4286228275309855e+18,283.01071428571413
