,r2,mae,mape,median_ae
24,0.3926660521661507,2063.093315196938,2.2519435353645765e+18,815.25352758019
48,0.405435875481986,1964.1797136562511,2.065298159167682e+18,602.4773865675495
72,0.42500204879313686,1929.0110730014246,2.0085930557715574e+18,553.6816985075466
96,0.4247551203767371,1883.3738666400857,1.9918372370975708e+18,511.36380621133657
120,0.39028523798148274,1945.3022231266898,1.9566628670053604e+18,539.0566420226078
